ORF,Name,Allele,Strain,Plate,Row,Column
YOR202W,HIS3,,DMA1,13,1,4
YOR202W,HIS3,,DMA1,13,1,5
YOR202W,HIS3,,DMA1,13,1,6
YOR202W,HIS3,,DMA1,13,1,7
YOR202W,HIS3,,DMA1,13,1,8
YOR202W,HIS3,,DMA1,13,1,9
YOR202W,HIS3,,DMA1,13,1,10
YOR202W,HIS3,,DMA1,13,1,11
YOR202W,HIS3,,DMA1,13,1,12
YOR202W,HIS3,,DMA1,13,1,13
YOR202W,HIS3,,DMA1,13,1,14
YOR202W,HIS3,,DMA1,13,1,15
YOR202W,HIS3,,DMA1,13,1,16
YOR202W,HIS3,,DMA1,13,1,17
YOR202W,HIS3,,DMA1,13,1,18
YOR202W,HIS3,,DMA1,13,1,19
YOR202W,HIS3,,DMA1,13,1,20
YOR202W,HIS3,,DMA1,13,1,21
YOR202W,HIS3,,DMA1,13,1,22
YOR202W,HIS3,,DMA1,13,1,23
YOR202W,HIS3,,DMA1,13,1,24
YOR202W,HIS3,,DMA1,13,2,1
YPL060W,MFM1,,DMA4801,13,2,2
YPL170W,DAP1,,DMA4898,13,2,3
YPL058C,PDR12,,DMA4802,13,2,4
YPL168W,MRX4,,DMA4899,13,2,5
YPL057C,SUR1,,DMA4803,13,2,6
YPL167C,REV3,,DMA4900,13,2,7
YPL056C,LCL1,,DMA4804,13,2,8
YPL166W,ATG29,,DMA4901,13,2,9
YPL055C,LGE1,,DMA4805,13,2,10
YPL165C,SET6,,DMA4902,13,2,11
YPL054W,LEE1,,DMA4806,13,2,12
YPL164C,MLH3,,DMA4903,13,2,13
YPL053C,KTR6,,DMA4807,13,2,14
YPL163C,SVS1,,DMA4904,13,2,15
YPL052W,OAZ1,,DMA4808,13,2,16
YPL162C,,,DMA4905,13,2,17
YPL051W,ARL3,,DMA4809,13,2,18
YPL161C,BEM4,,DMA4906,13,2,19
YPL048W,CAM1,,DMA4810,13,2,20
YPL159C,PET20,,DMA4907,13,2,21
YPL047W,SGF11,,DMA4811,13,2,22
YPL157W,TGS1,,DMA4908,13,2,23
YOR202W,HIS3,,DMA1,13,2,24
YOR202W,HIS3,,DMA1,13,3,1
YOR221C,MCT1,,DMA4621,13,3,2
YOR327C,SNC2,,DMA4718,13,3,3
YOR219C,STE13,,DMA4622,13,3,4
YOR324C,FRT1,,DMA4719,13,3,5
YOR216C,RUD3,,DMA4623,13,3,6
YOR322C,LDB19,,DMA4720,13,3,7
YOR215C,AIM41,,DMA4624,13,3,8
YOR321W,PMT3,,DMA4721,13,3,9
YOR214C,SPR2,,DMA4625,13,3,10
YOR320C,GNT1,,DMA4722,13,3,11
YOR213C,SAS5,,DMA4626,13,3,12
YOR318C,,,DMA4723,13,3,13
YOR212W,STE4,,DMA4627,13,3,14
YOR317W,FAA1,,DMA4724,13,3,15
YOR209C,NPT1,,DMA4628,13,3,16
YOR316C,COT1,,DMA4725,13,3,17
YOR208W,PTP2,,DMA4629,13,3,18
YOR315W,SFG1,,DMA4726,13,3,19
YOR202W,HIS3,,DMA1,13,3,20
YOR314W,,,DMA4727,13,3,21
YOR197W,MCA1,,DMA4631,13,3,22
YOR313C,SPS4,,DMA4728,13,3,23
YOR202W,HIS3,,DMA1,13,3,24
YOR202W,HIS3,,DMA1,13,4,1
YPL074W,YTA6,,DMA4813,13,4,2
YPL183C,RTT10,,DMA4910,13,4,3
YPL073C,,,DMA4814,13,4,4
YPL182C,,,DMA4911,13,4,5
YPL071C,,,DMA4815,13,4,6
YPL181W,CTI6,,DMA4912,13,4,7
YPL070W,MUK1,,DMA4816,13,4,8
YPL180W,TCO89,,DMA4913,13,4,9
YPL069C,BTS1,,DMA4817,13,4,10
YPL179W,PPQ1,,DMA4914,13,4,11
YPL068C,,,DMA4818,13,4,12
YPL178W,CBC2,,DMA4915,13,4,13
YPL067C,,,DMA4819,13,4,14
YPL177C,CUP9,,DMA4916,13,4,15
YPL066W,RGL1,,DMA4820,13,4,16
YPL176C,TRE1,,DMA4917,13,4,17
YPL064C,CWC27,,DMA4821,13,4,18
YPL174C,NIP100,,DMA4918,13,4,19
YPL062W,,,DMA4822,13,4,20
YPL172C,COX10,,DMA4919,13,4,21
YPL061W,ALD6,,DMA4823,13,4,22
YPL171C,OYE3,,DMA4920,13,4,23
YOR202W,HIS3,,DMA1,13,4,24
YOR202W,HIS3,,DMA1,13,5,1
YOR234C,RPL33B,,DMA4633,13,5,2
YOR348C,PUT4,,DMA4730,13,5,3
YOR233W,KIN4,,DMA4634,13,5,4
YOR347C,PYK2,,DMA4731,13,5,5
YOR231W,MKK1,,DMA4635,13,5,6
YOR346W,REV1,,DMA4732,13,5,7
YOR230W,WTM1,,DMA4636,13,5,8
YOR344C,TYE7,,DMA4733,13,5,9
YOR229W,WTM2,,DMA4637,13,5,10
YOR343C,,,DMA4734,13,5,11
YOR228C,MCP1,,DMA4638,13,5,12
YOR342C,,,DMA4735,13,5,13
YOR227W,HER1,,DMA4639,13,5,14
YOR339C,UBC11,,DMA4736,13,5,15
YOR226C,ISU2,,DMA4640,13,5,16
YOR338W,,,DMA4737,13,5,17
YOR225W,,,DMA4641,13,5,18
YOR337W,TEA1,,DMA4738,13,5,19
YOR223W,DSC3,,DMA4642,13,5,20
YOR334W,MRS2,,DMA4739,13,5,21
YOR222W,ODC2,,DMA4643,13,5,22
YOR328W,PDR10,,DMA4740,13,5,23
YOR202W,HIS3,,DMA1,13,5,24
YOR202W,HIS3,,DMA1,13,6,1
YPL095C,EEB1,,DMA4825,13,6,2
YPL196W,OXR1,,DMA4922,13,6,3
YPL092W,SSU1,,DMA4826,13,6,4
YPL195W,APL5,,DMA4923,13,6,5
YPL091W,GLR1,,DMA4827,13,6,6
YPL194W,DDC1,,DMA4924,13,6,7
YPL090C,RPS6A,,DMA4828,13,6,8
YPL192C,PRM3,,DMA4925,13,6,9
YPL089C,RLM1,,DMA4829,13,6,10
YPL191C,,,DMA4926,13,6,11
YPL088W,,,DMA4830,13,6,12
YPL189W,GUP2,,DMA4927,13,6,13
YPL087W,YDC1,,DMA4831,13,6,14
YPL187W,MF(ALPHA)1,,DMA4928,13,6,15
YPL086C,ELP3,,DMA4832,13,6,16
YPL186C,UIP4,,DMA4929,13,6,17
YPL081W,RPS9A,,DMA4833,13,6,18
YPL185W,,,DMA4930,13,6,19
YPL080C,,,DMA4834,13,6,20
YPL184C,MRN1,,DMA4931,13,6,21
YPL079W,RPL21B,,DMA4835,13,6,22
YPL183W-A,RTC6,,DMA4932,13,6,23
YOR202W,HIS3,,DMA1,13,6,24
YOR202W,HIS3,,DMA1,13,7,1
YOR252W,TMA16,,DMA4645,13,7,2
YOR360C,PDE2,,DMA4742,13,7,3
YOR251C,TUM1,,DMA4646,13,7,4
YOR359W,VTS1,,DMA4743,13,7,5
YOR247W,SRL1,,DMA4647,13,7,6
YOR358W,HAP5,,DMA4744,13,7,7
YOR246C,ENV9,,DMA4648,13,7,8
YOR357C,SNX3,,DMA4745,13,7,9
YOR245C,DGA1,,DMA4649,13,7,10
YOR356W,CIR2,,DMA4746,13,7,11
YOR243C,PUS7,,DMA4650,13,7,12
YOR355W,GDS1,,DMA4747,13,7,13
YOR242C,SSP2,,DMA4651,13,7,14
YOR354C,MSC6,,DMA4748,13,7,15
YOR239W,ABP140,,DMA4652,13,7,16
YOR352W,TFB6,,DMA4749,13,7,17
YOR238W,,,DMA4653,13,7,18
YOR351C,MEK1,,DMA4750,13,7,19
YOR237W,HES1,,DMA4654,13,7,20
YOR350C,MNE1,,DMA4751,13,7,21
YOR235W,IRC13,,DMA4655,13,7,22
YOR349W,CIN1,,DMA4752,13,7,23
YOR202W,HIS3,,DMA1,13,7,24
YOR202W,HIS3,,DMA1,13,8,1
YPL108W,,,DMA4837,13,8,2
YPL208W,RKM1,,DMA4934,13,8,3
YPL107W,,,DMA4838,13,8,4
YPL207W,TYW1,,DMA4935,13,8,5
YPL106C,SSE1,,DMA4839,13,8,6
YPL206C,PGC1,,DMA4936,13,8,7
YPL105C,SYH1,,DMA4840,13,8,8
YPL205C,,,DMA4937,13,8,9
YPL103C,FMP30,,DMA4841,13,8,10
YPL203W,TPK2,,DMA4938,13,8,11
YPL102C,,,DMA4842,13,8,12
YPL202C,AFT2,,DMA4939,13,8,13
YPL101W,ELP4,,DMA4843,13,8,14
YPL201C,YIG1,,DMA4940,13,8,15
YPL100W,ATG21,,DMA4844,13,8,16
YPL200W,CSM4,,DMA4941,13,8,17
YPL099C,INA17,,DMA4845,13,8,18
YPL199C,,,DMA4942,13,8,19
YPL098C,MGR2,,DMA4846,13,8,20
YPL198W,RPL7B,,DMA4943,13,8,21
YPL096W,PNG1,,DMA4847,13,8,22
YPL197C,,,DMA4944,13,8,23
YOR202W,HIS3,,DMA1,13,8,24
YOR202W,HIS3,,DMA1,13,9,1
YOR271C,FSF1,,DMA4657,13,9,2
YOR378W,AMF1,,DMA4754,13,9,3
YOR270C,VPH1,,DMA4658,13,9,4
YOR377W,ATF1,,DMA4755,13,9,5
YOR269W,PAC1,,DMA4659,13,9,6
YOR376W,,,DMA4756,13,9,7
YOR268C,,,DMA4660,13,9,8
YOR375C,GDH1,,DMA4757,13,9,9
YOR267C,HRK1,,DMA4661,13,9,10
YOR374W,ALD4,,DMA4758,13,9,11
YOR266W,PNT1,,DMA4662,13,9,12
YOR371C,GPB1,,DMA4759,13,9,13
YOR265W,RBL2,,DMA4663,13,9,14
YOR368W,RAD17,,DMA4760,13,9,15
YOR264W,DSE3,,DMA4664,13,9,16
YOR367W,SCP1,,DMA4761,13,9,17
YOR263C,,,DMA4665,13,9,18
YOR365C,,,DMA4762,13,9,19
YOR255W,OSW1,,DMA4666,13,9,20
YOR364W,,,DMA4763,13,9,21
YOR253W,NAT5,,DMA4667,13,9,22
YOR363C,PIP2,,DMA4764,13,9,23
YOR202W,HIS3,,DMA1,13,9,24
YOR202W,HIS3,,DMA1,13,10,1
YPL121C,MEI5,,DMA4849,13,10,2
YPL225W,,,DMA4946,13,10,3
YPL120W,VPS30,,DMA4850,13,10,4
YPL224C,MMT2,,DMA4947,13,10,5
YPL119C,DBP1,,DMA4851,13,10,6
YPL223C,GRE1,,DMA4948,13,10,7
YPL116W,HOS3,,DMA4852,13,10,8
YPL222W,FMP40,,DMA4949,13,10,9
YPL115C,BEM3,,DMA4853,13,10,10
YPL221W,FLC1,,DMA4950,13,10,11
YPL114W,,,DMA4854,13,10,12
YPL220W,RPL1A,,DMA4951,13,10,13
YPL113C,,,DMA4855,13,10,14
YPL219W,PCL8,,DMA4952,13,10,15
YPL112C,PEX25,,DMA4856,13,10,16
YPL216W,,,DMA4953,13,10,17
YPL111W,CAR1,,DMA4857,13,10,18
YPL214C,THI6,,DMA4954,13,10,19
YPL110C,GDE1,,DMA4858,13,10,20
YPL213W,LEA1,,DMA4955,13,10,21
YPL109C,,,DMA4859,13,10,22
YPL212C,PUS1,,DMA4956,13,10,23
YOR202W,HIS3,,DMA1,13,10,24
YOR202W,HIS3,,DMA1,13,11,1
YOR286W,RDL2,,DMA4669,13,11,2
YPL008W,CHL1,,DMA4766,13,11,3
YOR285W,RDL1,,DMA4670,13,11,4
YPL004C,LSP1,,DMA4767,13,11,5
YOR284W,HUA2,,DMA4671,13,11,6
YPL003W,ULA1,,DMA4768,13,11,7
YOR283W,,,DMA4672,13,11,8
YPL001W,HAT1,,DMA4769,13,11,9
YOR280C,FSH3,,DMA4673,13,11,10
YOR386W,PHR1,,DMA4770,13,11,11
YOR279C,RFM1,,DMA4674,13,11,12
YOR385W,,,DMA4771,13,11,13
YOR277C,,,DMA4675,13,11,14
YOR384W,FRE5,,DMA4772,13,11,15
YOR276W,CAF20,,DMA4676,13,11,16
YOR383C,FIT3,,DMA4773,13,11,17
YOR275C,RIM20,,DMA4677,13,11,18
YOR382W,FIT2,,DMA4774,13,11,19
YOR274W,MOD5,,DMA4678,13,11,20
YOR381W,FRE3,,DMA4775,13,11,21
YOR273C,TPO4,,DMA4679,13,11,22
YOR380W,RDR1,,DMA4776,13,11,23
YOR202W,HIS3,,DMA1,13,11,24
YOR202W,HIS3,,DMA1,13,12,1
YPL139C,UME1,,DMA4861,13,12,2
YPL245W,,,DMA4958,13,12,3
YPL138C,SPP1,,DMA4862,13,12,4
YPL244C,HUT1,,DMA4959,13,12,5
YPL137C,GIP3,,DMA4863,13,12,6
YPL241C,CIN2,,DMA4960,13,12,7
YPL136W,,,DMA4864,13,12,8
YPL240C,HSP82,,DMA4961,13,12,9
YPL135W,ISU1,,DMA4865,13,12,10
YPL239W,YAR1,,DMA4962,13,12,11
YPL134C,ODC1,,DMA4866,13,12,12
YPL236C,ENV7,,DMA4963,13,12,13
YPL133C,RDS2,,DMA4867,13,12,14
YPL232W,SSO1,,DMA4964,13,12,15
YPL130W,SPO19,,DMA4868,13,12,16
YPL230W,USV1,,DMA4965,13,12,17
YPL127C,HHO1,,DMA4869,13,12,18
YPL229W,,,DMA4966,13,12,19
YPL125W,KAP120,,DMA4870,13,12,20
YPL227C,ALG5,,DMA4967,13,12,21
YPL123C,RNY1,,DMA4871,13,12,22
YPL226W,NEW1,,DMA4968,13,12,23
YOR202W,HIS3,,DMA1,13,12,24
YOR202W,HIS3,,DMA1,13,13,1
YOR300W,,,DMA4681,13,13,2
YPL026C,SKS1,,DMA4778,13,13,3
YOR299W,BUD7,,DMA4682,13,13,4
YPL025C,,,DMA4779,13,13,5
YOR298W,MUM3,,DMA4683,13,13,6
YPL024W,RMI1,,DMA4780,13,13,7
YOR298C-A,MBF1,,DMA4684,13,13,8
YPL023C,MET12,,DMA4781,13,13,9
YOR297C,TIM18,,DMA4685,13,13,10
YPL022W,RAD1,,DMA4782,13,13,11
YOR296W,,,DMA4686,13,13,12
YPL021W,ECM23,,DMA4783,13,13,13
YOR293W,RPS10A,,DMA4687,13,13,14
YPL019C,VTC3,,DMA4784,13,13,15
YOR292C,,,DMA4688,13,13,16
YPL018W,CTF19,,DMA4785,13,13,17
YOR291W,YPK9,,DMA4689,13,13,18
YPL017C,IRC15,,DMA4786,13,13,19
YOR289W,,,DMA4690,13,13,20
YPL014W,,,DMA4787,13,13,21
YOR288C,MPD1,,DMA4691,13,13,22
YPL009C,RQC2,,DMA4788,13,13,23
YOR202W,HIS3,,DMA1,13,13,24
YOR202W,HIS3,,DMA1,13,14,1
YPL156C,PRM4,,DMA4873,13,14,2
YPL260W,,,DMA4970,13,14,3
YPL155C,KIP2,,DMA4874,13,14,4
YPL259C,APM1,,DMA4971,13,14,5
YPL154C,PEP4,,DMA4875,13,14,6
YPL258C,THI21,,DMA4972,13,14,7
YPL152W,RRD2,,DMA4876,13,14,8
YPL257W,,,DMA4973,13,14,9
YPL150W,,,DMA4877,13,14,10
YPL256C,CLN2,,DMA4974,13,14,11
YPL149W,ATG5,,DMA4878,13,14,12
YPL253C,VIK1,,DMA4975,13,14,13
YPL147W,PXA1,,DMA4879,13,14,14
YPL250C,ICY2,,DMA4976,13,14,15
YPL145C,KES1,,DMA4880,13,14,16
YPL249C,GYP5,,DMA4977,13,14,17
YPL144W,POC4,,DMA4881,13,14,18
YPL248C,GAL4,,DMA4978,13,14,19
YPL141C,FRK1,,DMA4882,13,14,20
YPL247C,,,DMA4979,13,14,21
YPL140C,MKK2,,DMA4883,13,14,22
YPL246C,RBD2,,DMA4980,13,14,23
YOR202W,HIS3,,DMA1,13,14,24
YOR202W,HIS3,,DMA1,13,15,1
YOR312C,RPL20B,,DMA4693,13,15,2
YPL046C,ELC1,,DMA4790,13,15,3
YOR311C,DGK1,,DMA4694,13,15,4
YPL041C,MRX11,,DMA4791,13,15,5
YOR309C,,,DMA4695,13,15,6
YPL039W,,,DMA4792,13,15,7
YOR308C,SNU66,,DMA4696,13,15,8
YPL038W,MET31,,DMA4793,13,15,9
YOR307C,SLY41,,DMA4697,13,15,10
YPL037C,EGD1,,DMA4794,13,15,11
YOR306C,MCH5,,DMA4698,13,15,12
YPL036W,PMA2,,DMA4795,13,15,13
YOR303W,CPA1,,DMA4699,13,15,14
YPL034W,,,DMA4796,13,15,15
YOR304W,ISW2,,DMA4700,13,15,16
YPL033C,SRL4,,DMA4797,13,15,17
YOR304C-A,BIL1,,DMA4701,13,15,18
YPL032C,SVL3,,DMA4798,13,15,19
YOR302W,,,DMA4702,13,15,20
YPL030W,TRM44,,DMA4799,13,15,21
YOR301W,RAX1,,DMA4703,13,15,22
YPL027W,SMA1,,DMA4800,13,15,23
YOR202W,HIS3,,DMA1,13,15,24
YOR202W,HIS3,,DMA1,13,16,1
YOR202W,HIS3,,DMA1,13,16,2
YOR202W,HIS3,,DMA1,13,16,3
YOR202W,HIS3,,DMA1,13,16,4
YOR202W,HIS3,,DMA1,13,16,5
YOR202W,HIS3,,DMA1,13,16,6
YOR202W,HIS3,,DMA1,13,16,7
YOR202W,HIS3,,DMA1,13,16,8
YOR202W,HIS3,,DMA1,13,16,9
YOR202W,HIS3,,DMA1,13,16,10
YOR202W,HIS3,,DMA1,13,16,11
YOR202W,HIS3,,DMA1,13,16,12
YOR202W,HIS3,,DMA1,13,16,13
YOR202W,HIS3,,DMA1,13,16,14
YOR202W,HIS3,,DMA1,13,16,15
YOR202W,HIS3,,DMA1,13,16,16
YOR202W,HIS3,,DMA1,13,16,17
YOR202W,HIS3,,DMA1,13,16,18
YOR202W,HIS3,,DMA1,13,16,19
YOR202W,HIS3,,DMA1,13,16,20
YOR202W,HIS3,,DMA1,13,16,21
YOR202W,HIS3,,DMA1,13,16,22
YOR202W,HIS3,,DMA1,13,16,23
YOR202W,HIS3,,DMA1,13,16,24
YOR202W,HIS3,,DMA1,14,1,1
YOR202W,HIS3,,DMA1,14,1,2
YOR202W,HIS3,,DMA1,14,1,3
YOR202W,HIS3,,DMA1,14,1,4
YOR202W,HIS3,,DMA1,14,1,5
YOR202W,HIS3,,DMA1,14,1,6
YOR202W,HIS3,,DMA1,14,1,7
YOR202W,HIS3,,DMA1,14,1,8
YOR202W,HIS3,,DMA1,14,1,9
YOR202W,HIS3,,DMA1,14,1,10
YOR202W,HIS3,,DMA1,14,1,11
YOR202W,HIS3,,DMA1,14,1,12
YOR202W,HIS3,,DMA1,14,1,13
YOR202W,HIS3,,DMA1,14,1,14
YOR202W,HIS3,,DMA1,14,1,15
YOR202W,HIS3,,DMA1,14,1,16
YOR202W,HIS3,,DMA1,14,1,17
YOR202W,HIS3,,DMA1,14,1,18
YOR202W,HIS3,,DMA1,14,1,19
YOR202W,HIS3,,DMA1,14,1,20
YOR202W,HIS3,,DMA1,14,1,21
YOR202W,HIS3,,DMA1,14,1,22
YOR202W,HIS3,,DMA1,14,1,23
YOR202W,HIS3,,DMA1,14,1,24
YOR202W,HIS3,,DMA1,14,2,1
YGL049C,TIF4632,,DMA5185,14,2,2
YFL013C,IES1,,DMA5282,14,2,3
YGL042C,,,DMA5186,14,2,4
YFL012W,,,DMA5283,14,2,5
YBR078W,ECM33,,DMA5187,14,2,6
YFL010W-A,AUA1,,DMA5284,14,2,7
YJL177W,RPL17B,,DMA5188,14,2,8
YFL010C,WWM1,,DMA5285,14,2,9
YGR122W,,,DMA5189,14,2,10
YFL007W,BLM10,,DMA5286,14,2,11
YGR068C,ART5,,DMA5190,14,2,12
YFL004W,VTC2,,DMA5287,14,2,13
YGR067C,,,DMA5191,14,2,14
YFL003C,MSH4,,DMA5288,14,2,15
YGR061C,ADE6,,DMA5192,14,2,16
YFL001W,DEG1,,DMA5289,14,2,17
YGR055W,MUP1,,DMA5193,14,2,18
YGR255C,COQ6,,DMA5290,14,2,19
YGL071W,AFT1,,DMA5194,14,2,20
YGR254W,ENO1,,DMA5291,14,2,21
YGL063W,PUS2,,DMA5195,14,2,22
YGR122C-A,,,DMA5292,14,2,23
YOR202W,HIS3,,DMA1,14,2,24
YOR202W,HIS3,,DMA1,14,3,1
YPL274W,SAM3,,DMA5005,14,3,2
YPR120C,CLB5,,DMA5102,14,3,3
YPL273W,SAM4,,DMA5006,14,3,4
YPR119W,CLB2,,DMA5103,14,3,5
YPL272C,PBI1,,DMA5007,14,3,6
YPR117W,,,DMA5104,14,3,7
YPL270W,MDL2,,DMA5008,14,3,8
YPR115W,RGC1,,DMA5105,14,3,9
YPL269W,KAR9,,DMA5009,14,3,10
YPR114W,,,DMA5106,14,3,11
YPL267W,ACM1,,DMA5010,14,3,12
YPR111W,DBF20,,DMA5107,14,3,13
YPL265W,DIP5,,DMA5011,14,3,14
YPR109W,,,DMA5108,14,3,15
YPL264C,,,DMA5012,14,3,16
YPR106W,ISR1,,DMA5109,14,3,17
YPL263C,KEL3,,DMA5013,14,3,18
YPR098C,,,DMA5110,14,3,19
YPL262W,FUM1,,DMA5014,14,3,20
YPR097W,,,DMA5111,14,3,21
YPL261C,,,DMA5015,14,3,22
YPR096C,,,DMA5112,14,3,23
YOR202W,HIS3,,DMA1,14,3,24
YOR202W,HIS3,,DMA1,14,4,1
YOR155C,ISN1,,DMA5197,14,4,2
YGL096W,TOS8,,DMA5294,14,4,3
YOR054C,VHS3,,DMA5198,14,4,4
YGL094C,PAN2,,DMA5295,14,4,5
YNL180C,RHO5,,DMA5199,14,4,6
YGL037C,PNC1,,DMA5296,14,4,7
YNL042W,BOP3,,DMA5200,14,4,8
YGL029W,CGR1,,DMA5297,14,4,9
YKL087C,CYT2,,DMA5201,14,4,10
YGR292W,MAL12,,DMA5298,14,4,11
YIL125W,KGD1,,DMA5202,14,4,12
YGR291C,,,DMA5299,14,4,13
YAL048C,GEM1,,DMA5203,14,4,14
YGR289C,MAL11,,DMA5300,14,4,15
YOR248W,,,DMA5204,14,4,16
YGR276C,RNH70,,DMA5301,14,4,17
YOR220W,RCN2,,DMA5205,14,4,18
YGR273C,,,DMA5302,14,4,19
YOR180C,DCI1,,DMA5206,14,4,20
YGR272C,,,DMA5303,14,4,21
YOR179C,SYC1,,DMA5207,14,4,22
YGR271W,SLH1,,DMA5304,14,4,23
YOR202W,HIS3,,DMA1,14,4,24
YOR202W,HIS3,,DMA1,14,5,1
YPR013C,CMR3,,DMA5017,14,5,2
YPR134W,MSS18,,DMA5114,14,5,3
YPR012W,,,DMA5018,14,5,4
YPR132W,RPS23B,,DMA5115,14,5,5
YPR009W,SUT2,,DMA5019,14,5,6
YPR130C,,,DMA5116,14,5,7
YPR008W,HAA1,,DMA5020,14,5,8
YPR129W,SCD6,,DMA5117,14,5,9
YPR007C,REC8,,DMA5021,14,5,10
YPR128C,ANT1,,DMA5118,14,5,11
YPR006C,ICL2,,DMA5022,14,5,12
YPR127W,,,DMA5119,14,5,13
YPR005C,HAL1,,DMA5023,14,5,14
YPR126C,,,DMA5120,14,5,15
YPR004C,AIM45,,DMA5024,14,5,16
YPR125W,YLH47,,DMA5121,14,5,17
YPR003C,,,DMA5025,14,5,18
YPR123C,,,DMA5122,14,5,19
YPR002W,PDH1,,DMA5026,14,5,20
YPR122W,AXL1,,DMA5123,14,5,21
YPR001W,CIT3,,DMA5027,14,5,22
YPR121W,THI22,,DMA5124,14,5,23
YOR202W,HIS3,,DMA1,14,5,24
YOR202W,HIS3,,DMA1,14,6,1
YOR158W,PET123,,DMA5209,14,6,2
YIR004W,DJP1,,DMA5306,14,6,3
YDR033W,MRH1,,DMA5210,14,6,4
YIL158W,AIM20,,DMA5307,14,6,5
YDR032C,PST2,,DMA5211,14,6,6
YIL151C,ESL1,,DMA5308,14,6,7
YDR031W,MIX14,,DMA5212,14,6,8
YIL136W,OM45,,DMA5309,14,6,9
YDR030C,RAD28,,DMA5213,14,6,10
YIL131C,FKH1,,DMA5310,14,6,11
YDR029W,,,DMA5214,14,6,12
YIL122W,POG1,,DMA5311,14,6,13
YDR026C,NSI1,,DMA5215,14,6,14
YIL111W,COX5B,,DMA5312,14,6,15
YAL046C,AIM1,,DMA5216,14,6,16
YIL102C,,,DMA5313,14,6,17
YLR227C,ADY4,,DMA5217,14,6,18
YIL094C,LYS12,,DMA5314,14,6,19
YKR104W,,,DMA5218,14,6,20
YIL085C,KTR7,,DMA5315,14,6,21
YDR046C,BAP3,,DMA5219,14,6,22
YMR074C,,,DMA5316,14,6,23
YOR202W,HIS3,,DMA1,14,6,24
YOR202W,HIS3,,DMA1,14,7,1
YPR028W,YOP1,,DMA5029,14,7,2
YPR152C,URN1,,DMA5126,14,7,3
YPR027C,,,DMA5030,14,7,4
YPR150W,,,DMA5127,14,7,5
YPR026W,ATH1,,DMA5031,14,7,6
YPR149W,NCE102,,DMA5128,14,7,7
YPR024W,YME1,,DMA5032,14,7,8
YPR148C,,,DMA5129,14,7,9
YPR023C,EAF3,,DMA5033,14,7,10
YPR147C,,,DMA5130,14,7,11
YPR022C,,,DMA5034,14,7,12
YPR146C,,,DMA5131,14,7,13
YPR020W,ATP20,,DMA5035,14,7,14
YPR145W,ASN1,,DMA5132,14,7,15
YPR018W,RLF2,,DMA5036,14,7,16
YPR141C,KAR3,,DMA5133,14,7,17
YPR017C,DSS4,,DMA5037,14,7,18
YPR140W,TAZ1,,DMA5134,14,7,19
YPR015C,,,DMA5038,14,7,20
YPR138C,MEP3,,DMA5135,14,7,21
YPR014C,,,DMA5039,14,7,22
YPR135W,CTF4,,DMA5136,14,7,23
YOR202W,HIS3,,DMA1,14,7,24
YOR202W,HIS3,,DMA1,14,8,1
YDR043C,NRG1,,DMA5221,14,8,2
YLR455W,PDP3,,DMA3515,14,8,3
YDR042C,,,DMA5222,14,8,4
YJR066W,TOR1,,DMA5319,14,8,5
YDR036C,EHD3,,DMA5223,14,8,6
YJR044C,VPS55,,DMA5320,14,8,7
YDR035W,ARO3,,DMA5224,14,8,8
YJR039W,,,DMA5321,14,8,9
YDR034C,LYS14,,DMA5225,14,8,10
YJL103C,GSM1,,DMA5322,14,8,11
YPR039W,,,DMA5226,14,8,12
YJL029C,VPS53,,DMA5323,14,8,13
YPL072W,UBP16,,DMA5227,14,8,14
YNL086W,SNN1,,DMA5324,14,8,15
YPL035C,,,DMA5228,14,8,16
YNL053W,MSG5,,DMA5325,14,8,17
YPL015C,HST2,,DMA5229,14,8,18
YNL047C,SLM2,,DMA5326,14,8,19
YOR240W,,,DMA5230,14,8,20
YNL014W,HEF3,,DMA5327,14,8,21
YMR194C-A,,,DMA5231,14,8,22
YNL011C,,,DMA5328,14,8,23
YOR202W,HIS3,,DMA1,14,8,24
YOR202W,HIS3,,DMA1,14,9,1
YPR045C,THP3,,DMA5041,14,9,2
YPR171W,BSP1,,DMA5138,14,9,3
YPR044C,OPI11,,DMA5042,14,9,4
YPR170C,,,DMA5139,14,9,5
YPR043W,RPL43A,,DMA5043,14,9,6
YPR167C,MET16,,DMA5140,14,9,7
YPR042C,PUF2,,DMA5044,14,9,8
YPR164W,MMS1,,DMA5141,14,9,9
YPR040W,TIP41,,DMA5045,14,9,10
YPR160W,GPH1,,DMA5142,14,9,11
YPR038W,IRC16,,DMA5046,14,9,12
YPR158W,CUR1,,DMA5143,14,9,13
YPR037C,ERV2,,DMA5047,14,9,14
YPR157W,TDA6,,DMA5144,14,9,15
YPR032W,SRO7,,DMA5048,14,9,16
YPR156C,TPO3,,DMA5145,14,9,17
YPR031W,NTO1,,DMA5049,14,9,18
YPR155C,NCA2,,DMA5146,14,9,19
YPR030W,CSR2,,DMA5050,14,9,20
YPR154W,PIN3,,DMA5147,14,9,21
YPR029C,APL4,,DMA5051,14,9,22
YPR153W,,,DMA5148,14,9,23
YOR202W,HIS3,,DMA1,14,9,24
YOR202W,HIS3,,DMA1,14,10,1
YML129C,COX14,,DMA5233,14,10,2
YMR165C,PAH1,,DMA5330,14,10,3
YML112W,CTK3,,DMA5234,14,10,4
YMR119W,ASI1,,DMA3697,14,10,5
YML111W,BUL2,,DMA5235,14,10,6
